gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:00:23.837883000Z_49.224.223.236.s2c_ndttrace,0,0,a-->b,2132,36,56,34,34,34,2123,1,4,4
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:00:23.837883000Z_49.224.223.236.s2c_ndttrace,0,0,b-->a,1715,2,2,0,0,0,0,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,2
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:02:03.260818000Z_101.184.229.6.s2c_ndttrace,0,0,a-->b,41,13,10,11,11,11,38,1,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:02:03.260818000Z_101.184.229.6.s2c_ndttrace,0,0,b-->a,28,4,3,3,3,3,3,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:02:03.260818000Z_101.184.229.6.s2c_ndttrace,0,1,a-->b,3,2,3,1,1,1,1,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:02:03.260818000Z_101.184.229.6.s2c_ndttrace,0,1,b-->a,2,2,2,1,1,1,1,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:02:03.260818000Z_101.184.229.6.s2c_ndttrace,0,2,a-->b,10,3,4,1,1,1,2,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:02:03.260818000Z_101.184.229.6.s2c_ndttrace,0,2,b-->a,6,2,2,0,0,0,0,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:10.309275000Z_27.252.71.93.s2c_ndttrace,0,0,a-->b,5017,22,38,20,20,20,5002,0,5,5
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:10.309275000Z_27.252.71.93.s2c_ndttrace,0,0,b-->a,2667,2,2,0,0,0,0,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:20.615055000Z_45.56.98.222.s2c_ndttrace,0,0,a-->b,63,31,29,30,30,30,60,0,5,5
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:20.615055000Z_45.56.98.222.s2c_ndttrace,0,0,b-->a,31,2,2,0,0,0,0,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:28.154275000Z_203.109.213.238.s2c_ndttrace,0,0,a-->b,3858,23,34,21,21,21,3858,1,5,5
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:28.154275000Z_203.109.213.238.s2c_ndttrace,0,0,b-->a,2073,2,2,0,0,0,1,0,1,1
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,2
gs://m-lab/ndt/2017/01/01/20170101T000000Z-mlab1-akl01-ndt-0004.tgz,20170101T08:03:28.154275000Z_203.109.213.238.s2c_ndttrace,0,1,a-->b,948,9,14,7,7,7,938,0,1,1
